video_id,gt,pred_lcrm_lite_fused
,2023年7月21日19时48分57秒，嘉闵东柴塘北路入口处夜间交通监控画面显示，该路段为多车道高架道路，车流密集，车辆以较慢速度行驶，存在明显拥堵现象，发现一辆二轮车辆（如摩托车、电动车或自行车）由入口匝道闯入主线的异常行为，驾驶员佩戴头盔，衣服存在反光表示。路段主线中的小型汽车、出租车及少量货车，均在各自车道内正常行驶，无驾驶员下车交涉、交警到场或事故迹象。道路右侧设有“交替通行”指示牌和合流警告标志，提示前方为汇流区域，但未见施工设施、抛洒物或异常停车情况。因此，根据视频内容，存在二轮车辆闯入事件。,2023年7月21日19时48分至19时49分，嘉闵高架路东柴塘北路入口处发生交通拥堵事件。该路段为多车道高架道路，夜间照明良好，路面湿滑。视频显示，从19:48:52开始，车辆在主车道上缓慢行驶，车流密集，车距明显缩短，车辆尾灯连成一片红
,2024年5月17日17时54分55秒至17时55分53秒，外环高速漕宝入口匝道（内）路段出现异常停车事件。一辆货车在最右侧车道停靠，开启双闪灯，驾驶员未下车。其停靠行为导致后方多辆汽车减速避让，形成短暂拥堵，影响了主线交通流的正常通行。周边车辆包括轿车、货车及大型客车均被迫绕行或减速，部分车辆在接近该车时出现急刹现象，存在安全隐患。,2024年5月17日17时54分至17时55分，外环高速漕宝入口匝道（外）路段出现严重交通拥堵。该路段为多车道高速公路，车流密集，车辆以缓慢速度行驶，部分车辆处于停滞状态，排队长度持续延伸，影响通行效率。涉事车辆包括大量轿车、货车、客车及大
,2024年2月23日14时58分至14时59分，外环高速吴淞江桥南路段出现交通拥堵事件。该路段为双向多车道高速公路，右侧车道车辆行驶缓慢，车流密集，车辆间距明显缩短，多辆轿车和货车在多个车道内持续低速行驶或短暂停止，形成排队缓行现象，持续时间超过1分钟且无缓解趋势。涉事车辆包括白色、黑色、红色等各类轿车及红色、蓝色、白色等多种颜色的货车，其中部分货车载有货物并覆盖篷布。现场未见明显的交通事故、施工设施或抛洒物，也无二轮车辆闯入或异常停车情况。拥堵主要集中在右侧车道，影响了整体通行效率，导致后方车辆被迫减速或变道，形成典型的拥堵特征。,2023年10月23日13时43分至13时44分，外环高速吴淞江桥南路段出现交通拥堵事件。该路段为双向多车道高速公路，车流密集，主要由轿车、货车及厢式运输车组成，其中红色集装箱货车、白色厢式货车和蓝色篷布覆盖货车较为显著。视频显示，车辆在多
,2024年2月23日08时42分，S20外环线K69+950（S20A9南35米）路段出现交通拥堵事件，该路段位于沪青平入口至天山路拥挤区间。视频显示多车道内车辆密集，车流缓慢移动，部分车辆处于停滞状态，持续时间超过1分钟且无缓解趋势。车辆包括各类小轿车、货车、客车及一辆大型油罐车，均在正常行驶中未见明显碰撞或异常停车行为，但因车距极小、车速极低形成严重拥堵。受影响区域为多车道高速公路，车辆排队长度较长，通行效率显著下降。异常特征表现为车辆密集、车流缓慢、后方车辆被迫减速或变道，符合典型拥堵判断标准。,2023年12月23日早上7点42分至7点43分，S4市区方向至S20内环高架路段出现严重交通拥堵事件。该路段为双向多车道城市快速路，右侧车道车辆排成长队，车流缓慢移动，部分车辆处于停滞状态，持续时间约一分钟且无缓解趋势。涉事车辆包括大量私
,2024年1月13日13时53分至14时54分，在外环高速武威路南（内）路段，发生了一起拥堵交通事件。视频显示，该时间段内多辆轿车、货车和客车在高速公路上缓慢移动或完全停止，排队车辆长度超过正常范围，且持续一段时间无缓解趋势，明显发生在道路瓶颈区域。涉事车辆包括各种类型的私家车、货车和公共交通车辆，它们在车道上密集排列，导致通行效率大幅下降。此次拥堵影响了大量车辆的正常行驶，造成了交通延误。异常特征表现为车辆行驶速度显著降低，部分车辆甚至停滞不前，整体交通流呈现出明显的堵塞状态。,2023年12月23日13时54分至13时55分，外环高速武威路南（内）路段出现严重交通拥堵事件。该路段为多车道高速公路，双向车流密集，车辆以缓慢速度行驶，部分车辆处于停滞状态，排队长度持续延伸，影响通行效率。涉事车辆包括轿车、货车、客车及
,2024年05月30日14:59至15:00，在外环高速蕴川立交西枪机2处，发生了一起多车事故。涉事车辆包括一辆白色面包车和一辆金色SUV，两车在行驶过程中发生碰撞，导致车辆位置异常，白色面包车斜停在车道上，金色SUV则紧随其后停下。事故现场有人员下车查看情况，其他车辆被迫紧急避让或停滞，交通秩序受到明显影响，后续车辆出现缓慢移动现象，整体交通流畅度下降，显示出典型的多车事故特征。,多车事故
,2023年12月12日16时37分至16时38分，外环高速曹安路路段出现严重交通拥堵。该路段双向车流密集，其中南向北方向车辆排成长队，尾灯连成一片红色光带，车辆行驶缓慢或基本停滞，持续时间约1分钟且无缓解趋势。涉事车辆包括多辆轿车、货车及集装箱运输车，均处于低速行驶或停顿状态，部分车辆频繁变道，后方车辆被迫减速避让。拥堵区域位于高架道路主线，靠近匝道口，未见明显事故或施工迹象，但车道通行能力显著下降，影响了整体通行效率。异常特征表现为长时间、大范围的车辆缓行与排队，符合典型拥堵事件特征。,2023年12月12日13时37分至13时38分，外环高速曹安路北段出现严重交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中南向车道车辆排成长队，行驶缓慢，多辆轿车、货车及厢式运输车在车道内缓慢移动或完全停止，车距极短，尾灯持续亮起
,2023年7月19日18时55分05秒左右，在外环高速护嘉立交南侧路段，一辆二轮摩托车进入正常行驶的机动车道中，沿最右侧车道行驶，该车辆未在专用非机动车道或合法通道通行，且在车流密集区域突然出现，存在逆行及横穿车道等危险行为，驾驶员佩戴头盔，车辆无明显牌照标识。该行为导致周边车辆紧急避让，引发短暂交通混乱，对行车安全构成严重威胁，属于典型的二轮车辆闯入交通异常事件。,多车事故
,2024年5月24日16时21分至16时22分，外环高速北翟路路段监控画面显示，该路段为多车道高速公路，一辆白色面包车在靠近中央隔离带的最内侧车道停靠，车辆开启双闪灯，驾驶员下车查看，符合异常停车行为。,多车事故
,2024年5月29日星期三07:57:24至07:57:54，城市快速路南向车道监控显示，一辆灰色轿车停在第一车道与中央隔离护栏之间的区域，车辆长时间静止，未开启双闪灯，驾驶员未下车，车辆也未见故障迹象。该车占用非停车区域，符合异常停车特征，存在潜在交通安全隐患。,2024年05月29日07:56:25至07:57:34，在某高速公路路段，发生了一起多车事故。涉事车辆包括一辆白色SUV和一辆褐色面包车，其中白色SUV停在右侧车道上，后方有车辆因避让或事故而紧急刹车或变道。事故现场有人员下车查看情况，且
,2024年3月5日早上7时47分至7时48分，G60市区方向至S4金山方向路段出现严重交通拥堵，监控画面显示该路段为多车道高速公路，路面湿滑，天气阴雨。大量机动车包括轿车、货车、客车及出租车等在多个车道内缓慢行驶或完全停滞，车流密集且车辆间距极小，多数车辆刹车灯持续亮起，表明车辆处于低速蠕行状态。涉事车辆涵盖多种车型，如白色、黑色、红色轿车，大型厢式货车（含白色、红色、蓝色货柜车）、黄色大巴及白色应急车辆等，均在正常车道内行驶但无法提速。由于车流量大且道路湿滑，导致通行效率显著下降，车辆排队长度持续延伸，影响范围覆盖整个监控视野内的路段，无明显事故或障碍物造成阻塞，但整体通行速度极慢，符合典型早高峰时段雨天引发的交通拥堵特征。,2024年3月5日早上7点47分至7点48分，G60市区方向至S4金山方向的高架道路上发生拥堵事件。该路段为双向多车道高速公路，路面湿滑，天气阴雨，能见度较低。视频显示，从7:47:15开始，道路左侧车道车辆密集排队，车流缓慢移动，车辆间距
,2023年12月29日14时47分至14时48分，外环高速曹安路路段出现持续性交通拥堵事件。该路段为双向多车道高速公路，右侧车道车辆行驶缓慢，车流密集，车辆间距明显缩小，部分车辆处于低速蠕行状态，未见完全停止。涉事车辆包括多辆轿车、货车及厢式货车，其中大型货车占比较高，导致车道通行效率下降。车辆在多个车道内频繁变道，存在轻微拥堵排队现象，尤其在右侧中间车道形成较长的车流队列。由于车流量大且速度不一，后方车辆被迫减速避让，造成整体通行受阻。现场未见异常停车、施工设施或事故迹象，也无二轮车辆闯入或抛洒物情况，但因车流密集和车辆密度高，已构成典型的拥堵交通异常特征，影响了道路正常通行能力。,2023年12月29日14时57分至14时58分，外环高速曹安路路段出现严重交通拥堵事件。该路段为双向多车道高速公路，右侧方向车流密集，车辆行驶缓慢，部分车辆处于停滞状态，排队长度持续延伸，影响通行效率。涉事车辆包括大量轿车、货车及厢式运输
,2024年6月17日20时57分，在外环高速吴淞江桥南枪机1处，一辆货车在行车道上异常停车，车辆完全静止且未开启双闪灯，导致后方多辆车辆被迫减速避让，交通流出现短暂拥堵，该行为违反了非停车区域禁止停车的规定，且未采取任何安全警示措施，存在明显安全隐患。,2024年6月17日20时57分，外环高速吴淞江桥南路段发生一起多车事故。事故发生在夜间，监控画面显示一辆白色轿车与前方货车发生追尾，涉事车辆均处于碰撞后停在行车道上，部分车辆位置异常，驾驶员下车查看情况。事故造成该车道交通拥堵，后方车辆被
,2023年7月22日17时29分22秒，在嘉闵西侧定焦05监控点位的隧道内，两辆黑色轿车和一辆银色轿车在行车道上停车，驾驶员下车后与其他三名人员聚集在车旁，其中一人正在打电话。该车停在右侧车道，导致后方车辆被迫减速绕行，造成短暂交通拥堵。涉事车辆未按规定在应急车道或安全区域停车，且多人长时间停留于行车道附近，存在严重安全隐患。周围车辆持续通过，部分车辆因避让而变道，影响了正常通行秩序。整个事件持续约1分钟，直至后续车辆逐渐恢复通行。,2023年7月22日17时29分25秒，在嘉闵西侧定焦05监控点位的隧道内，发生一起多车事故。事故发生在隧道中段，涉事车辆包括一辆黑色轿车和一辆银色轿车，两车在行驶过程中发生碰撞，导致车辆位置异常，其中黑色轿车斜停于行车道内，银色轿车紧随其
,2023年10月8日18时38分至18时39分，外环高速沪太立交东1-1 03路段出现严重交通拥堵，多辆轿车与货车在夜间行驶中密集排队，车流缓慢移动，车辆刹车灯持续亮起，形成红色光带，部分车辆在车道间频繁变道，影响通行效率。该路段为高架道路，两侧设有隔音墙和绿化带，车流量大且以货运车辆为主，包括集装箱货车、厢式货车及小型轿车，其中一辆黄色工程车也出现在车流中。由于车距较近且速度缓慢，导致整体通行能力下降，车辆连续减速并维持低速状态，未见明显事故或占道施工迹象，但拥堵现象持续存在，表明该区域可能处于高峰时段或受前方交通状况影响。,2023年10月8日星期日18时38分至18时39分，外环高速沪太立交东1-1 03路段出现交通拥堵事件。该路段为多车道高架道路，夜间照明条件下，车辆行驶缓慢，车流密集，车距明显缩短，多数车辆刹车灯持续亮起，表明车速极低或处于停滞状态。涉事
,2023年11月23日07时23分至07时24分，嘉闵西侧定焦06监控点位显示隧道内发生拥堵事件，地点位于城市快速路隧道段，多车道中右侧车道车辆行驶缓慢，车流密集且持续排队，多辆轿车、面包车及小型货车在该路段低速行驶或短暂停滞，其中一辆黄色厢式货车和一辆橙色工程车在车流中穿行，后方车辆频繁刹车并保持短距离跟车，形成明显的缓行队列，影响通行效率，未见明显事故或占道施工迹象，但车辆密度高、车速低，符合典型早高峰拥堵特征。,2023年11月23日07时23分至07时24分，嘉闵西侧隧道内发生一起多车事故。事故发生在隧道中段，涉事车辆包括一辆白色轿车及后方多辆小型车辆。视频显示，白色轿车的前部与前方车辆发生追尾碰撞，导致其斜停于行车道上。事故发生后，后方车辆紧急
,2023年7月17日14时39分15秒左右，在外环高速莘庄立交东（外）路段，一辆二轮摩托车从右侧车道驶入主路行车道，二轮车辆沿着当前道路主路行驶，出现由第一车道到第二车道的变道行为，行驶于机动车道中，干扰正常机动车行驶。该车辆在无专用非机动车道且无明显允许通行标志的情况下进入机动车道，存在闯入行为，驾驶员未佩戴头盔，车辆亦无明显牌照，其行为对正常行驶的机动车构成潜在安全隐患，影响了交通秩序与安全。该事件符合二轮车辆闯入交通异常特征。,2023年7月17日14时39分15秒，在外环高速莘庄立交东（外）路段，一辆二轮车从右侧车道驶入主路，行驶于多车道高速公路的中间区域，未在专用通道或允许通行区域行驶，且无明显禁止标志区域，该车辆在车流中穿行，存在逆行和横穿车道等危险行为，驾
,2023年7月22日13时27分41秒，在外环高速莘庄立交北段，一辆二轮摩托车从画面下方驶入主车道，沿中间车道向前行驶，未见其在专用通道或非机动车道内通行，也未发现明显的禁止标志区域。该摩托车在车流中穿行，周围车辆为其让行，且驾驶员佩戴头盔，牌照信息可见。此行为导致后方部分车辆紧急避让，影响了正常行车秩序，构成二轮车辆闯入交通事件。,2023年7月22日13时27分38秒，在外环高速莘庄立交北段，一辆二轮摩托车从右侧车道驶入主路，行驶于多车道高速公路的行车道内，未见其在专用通道或合法入口进入，且无明显禁止标志或专用二轮车道标识。该摩托车驾驶员佩戴头盔，车辆有牌照，行驶过
,2024年3月1日星期五上午9时01分至9时02分，位于城市高架桥下的一条辅道上发生拥堵事件。该路段为双向车道，其中右侧车道被一排红白相间的交通锥桶封闭，导致车辆只能在左侧单向通行。涉事车辆包括多辆轿车、出租车及少量货车，车辆以缓慢速度排队行驶，车流密度较高，形成明显拥堵。车辆依次前行，未见异常停车或事故迹象，但因车道变窄和交通引导设施的存在，造成通行效率降低。周边环境显示天气阴沉，路面略湿，可能受早间降雨影响。此拥堵主要由道路施工或临时交通管制引起，虽无直接事故，但对通行造成了持续性影响，符合占道施工判断标准中关于车道减少、车辆需变道或减速的特征。,2024年3月1日星期五上午9时01分至9时02分，位于城市高架桥路段的交通监控画面显示，该路段出现持续性交通拥堵现象。该路段为双向多车道高架桥，右侧车道被一排红白相间的交通锥桶封闭，形成临时隔离带，引导车辆绕行。左侧车道车辆排成长队，车流
,2023年7月17日17时04分至17时05分，外环高速吴中入口匝道（外）路段出现异常停车事件。涉事车辆为一辆红色货车，在该路段的行车道上完全静止，未开启双闪灯，且无明显故障迹象或驾驶员下车处理情况。该车辆停在主车道右侧位置。周围其他车辆均在行驶中，未见施工设施或事故痕迹，也无二轮车辆闯入或其他异常行为。该停车行为不符合临时停车规则，属于非紧急情况下的违规停车，对道路通行安全构成潜在威胁。,2023年7月17日17时14分28秒左右，在外环高速龙吴路入口处，一辆二轮摩托车从右侧车道驶入主路，进入高速公路行车道，驾驶员身穿深色衣物，佩戴头盔，车辆有明显牌照。该摩托车在车流中穿行，与多辆小汽车并行，未见逆行或横穿行为，但其进入高速
,2024年5月11日星期六10时13分32秒至10时14分30秒，城市快速路双向车道内，右侧紧急停车带停放一辆黄色小型货车，车辆未开启双闪灯，驾驶员不在车内，车辆无明显故障。车辆长时间静止，但未对主线车辆通行造成明显影响。该行为属于非紧急情况下的异常停车，存在潜在安全隐患。,2024年5月11日星期六10时13分至10时14分，位于城市高架道路的某路段发生一起多车事故。事故发生在双向车道中的南向车道，涉事车辆包括一辆白色轿车和一辆黑色轿车，视频中俩车在最右侧车道双闪停靠疑似发生追尾事故。事故发生后，现场有多辆车
,2024年6月25日星期二上午9点00分02秒，在上行水产路入口匝道03处，发生了一起多车事故。涉事车辆包括一辆红色SUV和一辆黑色轿车，两车在行车道上发生了碰撞，导致车辆位置异常，红色SUV斜停在车道上，黑色轿车则停在旁边。事故发生后，有人员下车交涉，其中一人站在护栏旁，另一人则在车旁查看情况。此次事故导致后方车辆被迫减速或绕行，交通流量受到影响，出现了短暂的拥堵现象。视频中可见事故现场雨天湿滑，增加了事故的复杂性和危险性。整体来看，该事件符合多车事故的判断标准，具有明显的碰撞痕迹和异常停车行为。,2024年06月25日星期二09:00:04至09:00:09期间，在上行水产路入口匝道03路段，发生了一起多车事故。视频显示，事故区域位于高速公路右侧车道，涉事车辆包括一辆白色面包车和一辆白色轿车，两车在行驶过程中发生碰撞并停靠在中间车道
,2023年12月16日星期六12:06至12:07期间，外环高速吴中路路段出现交通拥堵事件。该路段为双向多车道高速公路，车流密集，主要由轿车、货车及大型运输车辆组成。视频显示，自12:06:08起，车辆在多个车道上持续缓慢行驶，车距明显缩短，部分车辆速度降至接近停止状态，尤其在右侧车道和中间车道形成较长的排队现象。涉事车辆包括白色轿车、黑色SUV、红色集装箱货车、黄色工程车以及各类厢式货车，均处于低速或怠速状态，未见明显事故或障碍物导致停车。由于车流量大且通行效率下降，后方车辆被迫减速并频繁变道，造成整体通行受阻。此拥堵发生在非高峰时段但车流仍较为集中，可能与前方道路施工或临时管制有关，但现场未发现施工设施或警示标志，也无车辆异常停放或碰撞痕迹。异常特征表现为持续性低速行驶、车辆间距压缩、车道内流动不畅，符合典型拥堵判断标准。,2023年12月16日星期六上午12时06分至12时07分，外环高速吴中路-1枪机2监控区域出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，车辆以轿车、货车、厢式货车及大型运输车为主，包括红色集装箱货车、绿色集装箱货车、白色厢式货车
,2023年7月15日13时02分51秒，在外环高速漕宝路北段，一辆二轮摩托车从画面下方出现，进入机动车道行驶，该路段为高速公路，禁止非机动车通行。涉事车辆为一辆普通二轮摩托车，驾驶员佩戴头盔，可见车辆牌照信息。摩托车在车流中穿行，存在横穿车道等危险行为，期间多辆小汽车和货车被迫减速避让，造成短暂交通干扰。该行为违反了高速公路通行规定，属于典型的二轮车辆闯入事件，存在严重安全隐患。,2023年7月15日13时02分至13时03分，外环高速潭宝路北段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中南向北方向车辆行驶缓慢，车距明显缩短，多辆轿车、货车及大型运输车辆在车道内排队缓行，部分车辆处于低速移动或短暂停滞
,2024年5月9日22时17分至22时18分，外环高速吴淞江桥南路段，一辆满载货物的红色货车在右侧应急车道内长时间静止，车辆开启双闪灯，驾驶员下车后在车旁活动，总体存在安全隐患，综合判断为异常停车行为。,多车事故
,2024年3月11日17时05分至17时07分，外环高速曹安路北段出现交通拥堵事件。该路段为多车道高架道路，车流密集，主要由轿车、货车及工程车辆组成，包括红色集装箱货车、白色厢式货车、混凝土搅拌车等。车辆在多个车道内缓慢行驶，车距明显缩短，部分车辆频繁变道，整体通行速度显著下降。拥堵区域位于画面中段偏后方，持续时间超过两分钟，且未见明显缓解趋势。受此影响，后方车辆被迫减速或排队等待，存在因车流积压导致的通行效率降低风险。现场无可见事故、施工或抛洒物迹象，但车流密度大且长时间保持低速状态，符合典型拥堵特征。,2024年6月17日11时05分至11时06分，在外环高速曹安路北枪机2处，发生了一起多车事故。涉事车辆包括一辆红色货车、一辆白色轿车和一辆黑色SUV，它们在行驶过程中发生了碰撞，导致车辆位置异常，其中红色货车斜停在车道上，白色轿车和黑色S
,2023年12月8日13时46分至13时47分，外环高速莘庄立交北段出现严重交通拥堵事件。该路段为多车道高架道路，双向车流密集，以货车和轿车为主，其中红色、蓝色及白色货车数量较多，部分车辆载有大型货物如集装箱或建筑材料。视频显示，车辆在多个车道上缓慢行驶或完全停滞，排队长度持续延伸，尤其在左侧车道形成明显拥堵带，车辆间距极小，通行速度显著降低。部分车辆因前方拥堵而频繁刹车，尾灯亮起，显示出交通压力较大。未见异常停车、施工设施或事故迹象，也无二轮车辆闯入或抛洒物等其他异常情况，整体判断为因车流量过大导致的常态化拥堵，发生在立交桥区域这一典型瓶颈路段，影响范围广泛，持续时间较长，属于典型拥堵事件。,2023年12月8日13时46分至13时47分，外环高速莘庄立交北段出现严重交通拥堵事件。该路段为多车道高架道路，双向车流密集，车辆包括轿车、货车、厢式货车及大型集装箱运输车等。视频显示，从13:46:43开始，车辆行驶速度明显减缓，排队长
,2023年11月24日07时33分至07时34分，外环高速龙吴路路段出现严重交通拥堵，多辆小轿车、货车及客车在该路段缓慢行驶或完全停滞，车辆排成长队，车流密度高，通行速度极低，部分车辆尾灯亮起，显示驾驶员处于等待状态。拥堵主要集中在左侧车道，左侧对向车道车流相对正常。现场未见明显事故、施工或异常停车迹象，但因车流量大导致通行能力下降，形成持续性拥堵现象，影响了该路段的正常交通秩序。,2023年11月24日07:59至07:60期间，外环高速龙吴路路段出现严重交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中南向车道车辆排成长队，行驶缓慢，车距明显缩短，多辆轿车、货车及厢式运输车在车道内缓慢移动或停滞，部分车辆刹车
,2023年12月16日10时46分至10时47分，外环高速莘庄立交北段出现交通拥堵事件。该路段为多车道高架道路，双向车流密集，车辆包括轿车、货车、客车及大型运输车辆。视频显示，右侧车道车辆行驶缓慢，部分车辆间歇性停顿，后方车辆排队长度持续增加，且无明显缓解趋势，形成典型拥堵现象。涉事车辆主要为正常行驶的私家车和货运车辆，未见异常停车或事故迹象。拥堵区域位于立交桥主线，可能受前方匝道汇入车流或局部车流量高峰影响，导致通行效率下降，车辆间距缩短，整体车速降低。现场未见施工设施、抛洒物或二轮车辆闯入等其他异常情况，但持续的低速行驶状态符合拥堵判断标准。,2023年12月16日10时46分至10时47分，外环高速莘庄立交北段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，车辆包括轿车、货车、客车及大型运输车辆等。从视频画面可见，自10:46:09起，右侧车道车辆行驶缓慢，车距明显缩短
,2023年7月16日13时27分，在外环高速丰翔路南段，一辆红色集装箱货车在右侧应急车道内完全静止，车辆未开启双闪灯，且驾驶员不在车内，周围无施工或事故迹象，后方车辆被迫减速绕行，该行为符合异常停车特征。,2023年7月16日13时27分15秒至13时28分14秒，外环高速丰翔路南段监控画面显示，该路段为多车道高速公路，道路两侧绿树成荫，交通标志清晰，限速为120公里/小时。一辆红色货车在最右侧应急车道停靠，车辆未开启双闪灯，开启右转向灯，符
,2024年6月24日星期一06:29:37至06:30:36期间，外环高速吴中路路段发生一起异常停车事件。一辆红色平板货车在行车道内完全静止，开启双闪灯，驾驶员站在车辆后方车道上，疑似检查车辆状况或处理故障。该车位于主车道中央，导致后方多辆汽车被迫减速绕行，形成局部拥堵。周围车辆包括轿车、厢式货车和集装箱货车，均在湿滑路面缓慢通行，存在较大安全隐患。此行为违反了高速公路禁止随意停车的规定，且未采取有效警示措施，构成典型异常停车事件。,2024年6月24日星期一早上7点29分至7点30分，外环高速吴中路路段出现交通拥堵事件。该路段为双向多车道高速公路，路面湿滑，天气阴雨。视频显示，右侧车道车辆行驶缓慢，车流密集，多辆货车与轿车排成长队，包括红色集装箱货车、白色厢式货车、蓝
,2024年6月12日17:24至17:25，在城市高架路段，发生了一起多车事故。视频显示，该路段车辆密集，交通流量较大。涉事车辆包括一辆银色SUV和一辆蓝色SUV，它们在行驶过程中发生了碰撞，导致车辆位置异常。事故现场有人员下车交涉，其他车辆被迫紧急避让或停滞，造成了交通拥堵。异常特征表现为车辆明显的碰撞痕迹和不正常的停车姿态，严重影响了该路段的正常通行秩序。,2024年6月12日17时24分至17时25分，位于城市高架桥路段的右侧车道发生多车事故。涉事车辆包括一辆黑色轿车、一辆白色SUV及多辆前后行驶的车辆，其中黑色轿车停靠在最右侧车道边缘，车旁有两名人员站立，疑似驾驶员与乘客下车查看情况，另一
,2023年7月18日17时37分52秒，在城市快速路的右侧车道上，一辆摩托车从第一车道驶入主车道，行驶方向与机动车一致，驾驶员佩戴头盔，车辆无明显牌照。该摩托车一直沿第一车道向前行驶，期间未出现逆行或横穿行为，但其出现在无专用二轮车道的高速道路上，属于禁止通行区域，构成二轮车辆闯入交通事件。行为。,2023年7月18日17时37分52秒，在一条多车道高速公路的右侧车道上，一辆白色电动车从画面左侧驶入，驾驶员身穿浅色上衣，头戴白色头盔，车辆在行车道内行驶，未见专用非机动车道或明显允许通行标志，且该路段为城市快速路，禁止二轮车辆通行。该车
,2024年5月26日15时00分42秒至15时01分41秒，外环高速丰翔路南段监控画面显示，一辆绿色工程车在右侧应急车道内长时间静止不动，车身紧靠护栏，位于前方500米紧急停车带指示牌附近。该车辆处于非停车区域且无任何允许停车的交通标志或信号，驾驶员不在车内，车辆明显处于故障或违规停放状态。其行为导致后方多辆小型客车和货车被迫减速绕行，影响了右侧车道的正常通行秩序，存在较大安全隐患。该异常停车行为持续超过一分钟，符合交通异常停车判断标准中的多项特征。,多车事故
,2023年7月17日16时34分24秒，在外环高速曹安路北方向路段，一辆二轮摩托车从右侧车道驶入主路，行驶过程中位于多辆小汽车与货车之间，未在专用通道或允许区域通行，且驾驶员佩戴头盔，存在逆行、横穿车道等危险行为。该车辆在车流中穿行，影响了周边车辆的正常行驶，导致部分车辆紧急避让，存在较大安全隐患。现场无明显施工设施或交通管制标志，二轮车闯入行为属于禁止通行区域的违规驾驶，构成典型的二轮车辆闯入交通异常事件。,2023年7月17日16时30分23秒，在外环高速曹安路北段，一辆二轮摩托车从右侧车道驶入主路，行驶于多车道高速公路的中间车道，未在专用通道或允许区域通行。该摩托车驾驶员佩戴头盔，车辆有明显牌照，行驶过程中未见逆行或横穿车道等危险行为，但其
,2024年3月13日20时29分58秒至20时30分57秒，嘉闵西侧定焦04监控点位拍摄到隧道内发生拥堵事件。事发地点位于元江路方向的隧道路段，多辆机动车在隧道内缓慢行驶或短暂停滞，车流密集且车辆间距明显缩小，部分车辆刹车灯持续亮起，表明驾驶员正在减速或停车等待。涉事车辆包括轿车、SUV、面包车及一辆公交车，均在隧道内正常车道上行驶，未见异常停车、事故碰撞或施工设施。车辆排队长度较长，持续时间超过一分钟，且无缓解趋势，导致通行效率显著下降。该拥堵现象可能由前方交通流量突增或下游路段瓶颈引起，但视频中未发现占道施工、抛洒物、二轮闯入或多车事故等直接诱因，主要表现为典型的城市隧道夜间高峰时段交通拥堵特征。,2024年3月13日20时30分05秒至20时30分58秒，嘉闵西侧定焦04监控点位拍摄到隧道内发生多车事故。事故发生在隧道中段，涉事车辆包括多辆正常行驶的车辆，其中一辆在行驶过程中突然停车，导致后方多辆车紧急刹车或变道避让，形成最初的交通
,2024年5月18日星期六11时45分59秒，在城市高架道路中间车道发生一起多车事故，涉事车辆包括一辆白色轿车和一辆黑色SUV，两车在行驶过程中发生碰撞，导致车辆停在行车道上，驾驶员下车查看情况并进行交涉，周围车辆被迫减速绕行，造成局部交通拥堵。事故现场未见明显损坏痕迹，但车辆位置异常且影响后方通行，持续时间超过一分钟，符合多车事故特征。,2024年5月18日星期六11时45分至11时46分，位于城市高架道路主干道上，靠近右侧匝道入口处发生多车事故。涉事车辆包括一辆轿车和一辆SUV，其中一辆白色SUV与前方轿车发生追尾碰撞，导致车辆横向偏移并阻塞了右侧车道。事故现场有人员下车
,2024年6月17日星期一早上7点30分至7点31分，在某城市高架桥上发生了一起多车事故。涉事车辆包括一辆出租车以及一辆白色货车，这些车辆在行驶过程中发生了碰撞，导致车辆位置异常，其中白色货车停在路中央。事故现场可见多名驾驶员下车交涉，交通秩序受到严重影响，后方车辆被迫减速或绕行，形成了明显的拥堵现象。此外，事故区域的车辆紧急避让行为进一步加剧了交通压力，整体情况符合多车事故的异常特征。,多车事故
,2023年8月21日星期一16:07至16:08期间，在城市高架道路的主行车道上发生了一起持续性的交通拥堵事件。事发地点位于高架桥中段，靠近右侧出口匝道区域，该路段为多车道双向通行，车流密集。涉事车辆包括多辆小型轿车、SUV以及数辆货车（如白色厢式货车、红色集装箱货车和绿色厢式货车），其中以黑色、白色及银色轿车为主。视频显示，车辆在多个车道内缓慢行驶或完全停止，尤其在右侧两条车道中出现明显排队现象，后方车辆被迫减速并频繁变道以避开拥堵区域，部分车辆因前方缓行而紧急刹车。整体车速显著低于正常水平，且无明显事故或障碍物导致堵塞，推测可能由前方突发性流量高峰或匝道汇入车流引发。影响范围覆盖至少500米以上路段，持续时间1分钟，造成通行效率下降，存在潜在追尾风险。异常特征表现为车辆间距缩小、行驶不连续、无明确施工或事故迹象，符合典型高峰期交通拥堵特征。,2023年08月21日16时07分至16时08分，位于城市高架道路的某路段（具体位置未指定）出现持续性交通拥堵事件。该路段为多车道高架桥，双向通行，两侧有绿化带和护栏，道路标线清晰。视频显示，从16:07:24开始，主车道车流逐渐形成缓慢移
